NAMA SEKOLAH,NPSN,BENTUK,NAMA DUSUN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,PROVINSI,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI,SUMBER LISTRIK,AKSES INTERNET,SUMBER AIR,KECUKUPAN AIR,JENJANG,Unnamed: 0,BENTUK PENDIDIKAN,WAKTU PENYELENGGARAAN,AKREDITASI_CLEAN,QUALITY_SCORE
SMK As-Salafiyah,20214823,,Blok Ketileng Desa Bodesari,Bodesari,Kec. Plumbon,Kab. Cirebon,Prov. Jawa Barat,45155,-6.7177,108.487,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,A,100
SMK MANDALLA ENTREPRENEUR SCHOOL,69979166,,Rengasjaya 1,Rengasdengklok Selatan,Kec. Rengasdengklok,Kab. Karawang,Prov. Jawa Barat,41352,-6.1632,107.297,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Siang/6 hari,B,75
SMKS PASUNDAN CIJULANG,20211524,,CIWARU,DESA CIJULANG,KEC. CIJULANG,Kab. Pangandaran,Prov. Jawa Barat,46394,-7.7266,108.4722,SWASTA,A,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS TELEKOMUNIKASI BUDI ARTI,60726462,,Drajat,Drajat,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,45133,-6.7354,108.5593,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK SWASTA MUTIARA HUSADA,69788554,,Pasirandu,Sukasari,Kec. Serang Baru,Kab. Bekasi,Prov. Jawa Barat,17731,-6.3762,107.1241,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS PERTANIAN AT-TAUFIQ,20280624,,Galian,Sukakerta,Kec. Sukawangi,Kab. Bekasi,Prov. Jawa Barat,17562,-6.1041,107.1337,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS RIYADLUT TAUHID,20258132,,-,Rancapaku,Kec. Padakembang,Kab. Tasikmalaya,Prov. Jawa Barat,46466,-7.3218,108.1344,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMK INFORMATIKA BISNIS,69882372,,wanasari,Wanasari,Kec. Cibitung,Kab. Bekasi,Prov. Jawa Barat,17520,-6.2445,107.0922,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS AZZAINIYAH,20258059,,nagrog sinar barokah,Perbawati,Kec. Sukabumi,Kab. Sukabumi,Prov. Jawa Barat,43151,-6.8699,106.9463,SWASTA,A,Ada,Ada,Mata air terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,A,100
SMKS CINTA RASUL,69755454,,-,Cijujung,Kec. Cibungbulang,Kab. Bogor,Prov. Jawa Barat,16630,-6.5519,106.6537,SWASTA,B,Ada,Ada,Sumur terlindungi,Kurang,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK TI PEMBANGUNAN,20224103,,-,Utama,Kec. Cimahi Selatan,Kota Cimahi,Prov. Jawa Barat,40533,-6.8971,107.5155,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS PGRI CIKAMPEK,20217796,,Sukamulya,Jomin Barat,Kec. Kotabaru,Kab. Karawang,Prov. Jawa Barat,41376,-6.4163,107.4775,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK SAPTA MARGA,69899185,,Sehari Penuh/5 hari,Pabuaran,Kec. Cibinong,Kab. Bogor,Prov. Jawa Barat,16916,-6.4688983,106.8472517,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK KOMPUTER INDONESIA,69895414,,Cibadak,Bojong Rangkas,Kec. Ciampea,Kab. Bogor,Prov. Jawa Barat,16620,-6.5588,106.6892,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS AL MAMUN SURIAN,69929578,,Sarwiru Kidul,Suria Medal,Kec. Surian,Kab. Sumedang,Prov. Jawa Barat,45392,-6.6266,107.8597,SWASTA,B,Ada,Ada,Mata air terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS FUTUUHIYAH,20252872,,-,Cipanas,Kec. Cipanas,Kab. Cianjur,Prov. Jawa Barat,43253,-6.7396,107.0402,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKN 1 CIPEUNDEUY,20279928,,Margalaksana,Margalaksana,Kec. Cipeundeuy,Kab. Bandung Barat,Prov. Jawa Barat,40558,-6.7323,107.3539,NEGERI,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
