NAMA SEKOLAH,NPSN,BENTUK,NAMA DUSUN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,PROVINSI,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI,SUMBER LISTRIK,AKSES INTERNET,SUMBER AIR,KECUKUPAN AIR,JENJANG,Unnamed: 0,BENTUK PENDIDIKAN,WAKTU PENYELENGGARAAN,AKREDITASI_CLEAN,QUALITY_SCORE
SMA DASA SEMESTA,69883219,SMA,,Ranggamekar,Kec. Kota Bogor Selatan,Kota Bogor,Prov. Jawa Barat,16135.0,-6.631905,106.8054467,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,B,75
SMA NURAIDA ISLAMIC BOARDING SCHOOL,69991233,SMA,Kampung Pakauman,Cimahpar,Kec. Kota Bogor Utara,Kota Bogor,Prov. Jawa Barat,16155.0,-6.5861375,106.823723,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMAIT INSANTAMA PLUS,60726806,SMA,HEGARMANAH IV,Gunungbatu,Kec. Kota Bogor Barat,Kota Bogor,Prov. Jawa Barat,16118.0,-6.5926,106.7705,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMAS  PERGURUAN ADVENT BOGOR,69855412,SMA,,Sukasari,Kec. Kota Bogor Timur,Kota Bogor,Prov. Jawa Barat,16142.0,-6.619565,106.815491,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMAS AL AZHAR PLUS,20220546,SMA,Sindang Barang,Sindangbarang,Kec. Kota Bogor Barat,Kota Bogor,Prov. Jawa Barat,16117.0,-6.5804,106.7619,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMAS AL GHAZALY,20220545,SMA,Kebon Kalapa,Kebonkelapa,Kec. Kota Bogor Tengah,Kota Bogor,Prov. Jawa Barat,16125.0,-6.5894,106.785,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS ANANDA,20220547,SMA,-,Batutulis,Kec. Kota Bogor Selatan,Kota Bogor,Prov. Jawa Barat,16134.0,-6.6188183,106.81197,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS BHAKTI INSAN PERSADA,20270922,SMA,MARGAJAYA,Margajaya,Kec. Kota Bogor Barat,Kota Bogor,Prov. Jawa Barat,16610.0,-6.5754,106.7407,SWASTA,B,Ada,Ada,Pompa,Cukup,SMA,,,,B,75
SMAS BHAKTI INSANI,20220520,SMA,BATUTULIS,Batutulis,Kec. Kota Bogor Selatan,Kota Bogor,Prov. Jawa Barat,16133.0,-6.618865,106.810615,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS BINA BANGSA SEJAHTERA,20220352,SMA,-,Margajaya,Kec. Kota Bogor Barat,Kota Bogor,Prov. Jawa Barat,16116.0,-6.5705,106.7449,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS BINA INSANI,20220322,SMA,Sremped,Sukadamai,Kec. Tanah Sareal,Kota Bogor,Prov. Jawa Barat,16165.0,-6.5572,106.7863,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMAS BINA SEJAHTERA,20220323,SMA,,Kebonkelapa,Kec. Kota Bogor Tengah,Kota Bogor,Prov. Jawa Barat,16112.0,-6.5919,106.7808,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS BOGOR RAYA,20258093,SPK SMA,Tanah Baru,Tanahbaru,Kec. Kota Bogor Utara,Kota Bogor,Prov. Jawa Barat,16143.0,-6.5971,106.8202,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS BPK PENABUR BOGOR,20220324,SMA,-,Paledang,Kec. Kota Bogor Tengah,Kota Bogor,Prov. Jawa Barat,16122.0,-6.6005551,106.7927685,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS BUDI MULIA,20220325,SMA,Paledang,Paledang,Kec. Kota Bogor Tengah,Kota Bogor,Prov. Jawa Barat,16122.0,-6.5973,106.7931,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMAS INSAN KAMIL,20220327,SMA,-,Pasirjaya,Kec. Kota Bogor Barat,Kota Bogor,Prov. Jawa Barat,16119.0,-6.601,106.7829,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS ISLAM AL UMM,20238515,SMA,-,Sindangsari,Kec. Kota Bogor Timur,Kota Bogor,Prov. Jawa Barat,16146.0,-6.6485883,106.8464733,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,B,75
SMAS IT UMMUL QURO,69775444,SMA,Kayu manis,Kayumanis,Kec. Tanah Sareal,Kota Bogor,Prov. Jawa Barat,16169.0,-6.5283,106.7719,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS KAMANDAKA,20220328,SMA,Tegal Gundil,Tegalgundil,Kec. Kota Bogor Utara,Kota Bogor,Prov. Jawa Barat,16152.0,-6.5821,106.8154,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS KESATUAN,20220329,SMA,Komplek Pulo Armen,Baranangsiang,Kec. Kota Bogor Timur,Kota Bogor,Prov. Jawa Barat,16143.0,-6.6139183,106.8119467,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS KOSGORO,20220321,SMA,-,Bantarjati,Kec. Kota Bogor Utara,Kota Bogor,Prov. Jawa Barat,16153.0,-6.5792,106.8083,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS KRISTEN YPK SATU BAKTI,20220320,SMA,-,Ciwaringin,Kec. Kota Bogor Tengah,Kota Bogor,Prov. Jawa Barat,16124.0,-6.592,106.7885,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMAS MARDI YUANA,20220313,SMA,Bondongan,Bondongan,Kec. Kota Bogor Selatan,Kota Bogor,Prov. Jawa Barat,16131.0,-6.614965,106.8082517,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS MUHAMMADIYAH,20220314,SMA,-,Empang,Kec. Kota Bogor Selatan,Kota Bogor,Prov. Jawa Barat,16132.0,-6.5881,106.7883,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMAS PESAT,20220316,SMA,Sindang Barang Loji,Loji,Kec. Kota Bogor Barat,Kota Bogor,Prov. Jawa Barat,16117.0,-6.5834,106.7681,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS PGRI 1,20220317,SMA,-,Baranangsiang,Kec. Kota Bogor Timur,Kota Bogor,Prov. Jawa Barat,16143.0,-6.6021,106.8117,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS PGRI 3,20220318,SMA,SUKADAMAI,Kedungbadak,Kec. Tanah Sareal,Kota Bogor,Prov. Jawa Barat,16161.0,-6.5597,106.7941,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS PGRI 4,20220319,SMA,Bantarjati,Bantarjati,Kec. Kota Bogor Utara,Kota Bogor,Prov. Jawa Barat,16153.0,-6.5727,106.8074,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS PGRI 5,20238519,SMA,Katulampa,Katulampa,Kec. Kota Bogor Timur,Kota Bogor,Prov. Jawa Barat,16144.0,-6.6233183,106.8254617,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMAS PUI,20220331,SMA,-,Bondongan,Kec. Kota Bogor Selatan,Kota Bogor,Prov. Jawa Barat,16131.0,-6.6163,106.806,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMAS REGINA PACIS,20220343,SMA,-,Pabaton,Kec. Kota Bogor Tengah,Kota Bogor,Prov. Jawa Barat,16121.0,-6.5921,106.7964,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS RIMBA MADYA,20220344,SMA,Pasir Mulya,Pasirmulya,Kec. Kota Bogor Barat,Kota Bogor,Prov. Jawa Barat,16118.0,-6.6008,106.7759,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS SILIWANGI,20220346,SMA,-,Kedungbadak,Kec. Tanah Sareal,Kota Bogor,Prov. Jawa Barat,16164.0,-6.567,106.8066,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS TAMAN SISWA BOGOR TENGAH,20220347,SMA,-,Ciwaringin,Kec. Kota Bogor Tengah,Kota Bogor,Prov. Jawa Barat,16114.0,-6.5829,106.7884,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMAS TARUNA ANDIGHA,20220348,SMA,-,Kebonkelapa,Kec. Kota Bogor Tengah,Kota Bogor,Prov. Jawa Barat,16125.0,-6.5947,106.7855,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS TUNAS HARAPAN,20220312,SMA,-,Empang,Kec. Kota Bogor Selatan,Kota Bogor,Prov. Jawa Barat,16132.0,-6.6147933,106.80364,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS YASIH,20220349,SMA,Cikeas,Katulampa,Kec. Kota Bogor Timur,Kota Bogor,Prov. Jawa Barat,16144.0,-6.613189,106.829777,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,B,75
SMAS YP 17,20238520,SMA,-,Loji,Kec. Kota Bogor Barat,Kota Bogor,Prov. Jawa Barat,16117.0,-6.5892,106.7712,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMAS YPH PLUS,20238521,SMA,-,Genteng,Kec. Kota Bogor Selatan,Kota Bogor,Prov. Jawa Barat,16720.0,-6.6390667,106.8156733,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMAS YPHB,20220330,SMA,Bantarjati,Bantarjati,Kec. Kota Bogor Utara,Kota Bogor,Prov. Jawa Barat,16153.0,-6.5786,106.8084,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS YZA 1 BOGOR TIMUR,20220350,SMA,DESA SINDANGSARI,Sindangsari,Kec. Kota Bogor Timur,Kota Bogor,Prov. Jawa Barat,16146.0,-6.651415,106.845506,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMA NEGERI 1 CIMAHI,20224113,SMA,-,Cimahi,Kec. Cimahi Tengah,Kota Cimahi,Prov. Jawa Barat,40525.0,-6.8709,107.5435,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMA NEGERI 2 CIMAHI,20224139,SMA,Setiamanah,Setiamanah,Kec. Cimahi Tengah,Kota Cimahi,Prov. Jawa Barat,40524.0,-6.8821,107.5343,NEGERI,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA NEGERI 3 CIMAHI,20224114,SMA,Cibabat,Cibabat,Kec. Cimahi Utara,Kota Cimahi,Prov. Jawa Barat,40513.0,-6.874,107.5599,NEGERI,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA NEGERI 4 CIMAHI,20224109,SMA,-,Leuwigajah,Kec. Cimahi Selatan,Kota Cimahi,Prov. Jawa Barat,40532.0,-6.9025,107.5221,NEGERI,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA NEGERI 5 CIMAHI,20224112,SMA,CIMAHI,Karangmekar,Kec. Cimahi Tengah,Kota Cimahi,Prov. Jawa Barat,40525.0,-6.8786,107.5447,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMA NEGERI 6 CIMAHI,20224108,SMA,Melong,Melong,Kec. Cimahi Selatan,Kota Cimahi,Prov. Jawa Barat,40534.0,-6.9242,107.5629,NEGERI,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA BAITUL IZZAH BOARDING SCHOOL,70047679,SMA,,Cipageran,Kec. Cimahi Utara,Kota Cimahi,Prov. Jawa Barat,,-6.8535,107.5393,SWASTA,BELUM AKREDITASI,Ada,Ada,Pompa,Cukup,SMA,,,,TT,20
SMA BUDI LUHUR,20224115,SMA,Padakasih,Cibeber,Kec. Cimahi Selatan,Kota Cimahi,Prov. Jawa Barat,40531.0,-6.9019,107.5162,SWASTA,B,Ada,Ada,Mata air terlindungi,Cukup,SMA,,,,B,75
SMA KARTIKA XIX-4,20224110,SMA,Baros,Baros,Kec. Cimahi Tengah,Kota Cimahi,Prov. Jawa Barat,40521.0,-6.8924,107.533,SWASTA,B,Ada,Ada,Pompa,Cukup,SMA,,,,B,75
SMA MUHAMMADIYAH 1,20224107,SMA,Karangmekar,Karangmekar,Kec. Cimahi Tengah,Kota Cimahi,Prov. Jawa Barat,40523.0,-6.8797,107.5497,SWASTA,B,Ada,Ada,Pompa,Cukup,SMA,,,,B,75
SMA PASUNDAN 1,20224106,SMA,-,Cimahi,Kec. Cimahi Tengah,Kota Cimahi,Prov. Jawa Barat,40525.0,-6.8724,107.5455,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA PASUNDAN 2,20224105,SMA,Melong,Melong,Kec. Cimahi Selatan,Kota Cimahi,Prov. Jawa Barat,40534.0,-6.9249,107.5635,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA PASUNDAN 3,20224121,SMA,-,Citeureup,Kec. Cimahi Utara,Kota Cimahi,Prov. Jawa Barat,40512.0,-6.8614,107.5514,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA PUTRA MANDIRI,20224122,SMA,-,Cipageran,Kec. Cimahi Utara,Kota Cimahi,Prov. Jawa Barat,40511.0,-6.8668,107.536,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA SANTA MARIA 3,20224124,SMA,Kelurahan Karangmekar,Karangmekar,Kec. Cimahi Tengah,Kota Cimahi,Prov. Jawa Barat,40523.0,-6.8767,107.5455,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA Tridaya Tunas Bangsa,70024632,SMA,Citeureup,Citeureup,Kec. Cimahi Utara,Kota Cimahi,Prov. Jawa Barat,40512.0,-6.863,107.5457,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMA WARGA BAKTI,20224137,SMA,CIBEBER,Cibeber,Kec. Cimahi Selatan,Kota Cimahi,Prov. Jawa Barat,40531.0,-6.8941,107.5183,SWASTA,C,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,C,50
SMAN 1 CIREBON,20222364,SMA,Sukapura,Sukapura,Kec. Kejaksan,Kota Cirebon,Prov. Jawa Barat,45122.0,-6.710976,108.551441,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAN 2 CIREBON,20222365,SMA,-,Pekiringan,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,45131.0,-6.7149,108.5502,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAN 3 CIREBON,20222366,SMA,Larangan,Larangan,Kec. Harjamukti,Kota Cirebon,Prov. Jawa Barat,45141.0,-6.7495,108.5609,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAN 4 CIREBON,20222367,SMA,karyamulya,Karyamulya,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,45135.0,-6.7347,108.5395,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAN 5 CIREBON,20222384,SMA,-,Karyamulya,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,45131.0,-6.7427,108.5244,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAN 6 CIREBON,20222311,SMA,Sukapura,Sukapura,Kec. Kejaksan,Kota Cirebon,Prov. Jawa Barat,45122.0,-6.7104,108.5514,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAN 7 CIREBON,20222149,SMA,Karyamulya,Karyamulya,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,45135.0,-6.7361,108.5362,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAN 8 CIREBON,20222166,SMA,-,Pegambiran,Kec. Lemahwungkuk,Kota Cirebon,Prov. Jawa Barat,45113.0,-6.7322,108.5719,NEGERI,A,Ada,Ada,Sumur terlindungi,Kurang,SMA,,,,A,100
SMAN 9 CIREBON,20222167,SMA,Kampung Pesantren,Kalijaga,Kec. Harjamukti,Kota Cirebon,Prov. Jawa Barat,45144.0,-6.7571,108.5491,NEGERI,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA EDU GLOBAL,70031731,SMA,Pekiringan,Pekiringan,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,45131.0,-6.7244,108.5495,SWASTA,BELUM AKREDITASI,Ada,Ada,Pompa,Cukup,SMA,,,,TT,20
SMA HIGHFIELD,70011973,SMA,Kesenden,Kesenden,Kec. Kejaksan,Kota Cirebon,Prov. Jawa Barat,45121.0,-6.7008,108.5609,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMA KRISTEN PENABUR CIREBON,20222370,SMA,Suradinaya,Pekiringan,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,54131.0,-6.7167,108.5499,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA KRISTEN PLUS PENABUR,69980600,SMA,SUNYARAGI,Sunyaragi,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,45132.0,-6.7314,108.5413,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA PELITA BANGSA,69965195,SPK SMA,,Pekiringan,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,45131.0,-6.723348,108.548347,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMAS ADVENT CIREBON,20222379,SMA,-,Kesepuhan,Kec. Lemahwungkuk,Kota Cirebon,Prov. Jawa Barat,45114.0,-6.724,108.5697,SWASTA,B,Ada,Ada,Pompa,Cukup,SMA,,,,B,75
SMAS COKROAMINOTO CIREBON,20222381,SMA,-,Kesenden,Kec. Kejaksan,Kota Cirebon,Prov. Jawa Barat,45121.0,-6.7019,108.5547,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMAS ISLAM AL-AZHAR CIREBON,20222382,SMA,-,Sukapura,Kec. Kejaksan,Kota Cirebon,Prov. Jawa Barat,45122.0,-6.6988,108.5437,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMAS IT NURUSSHIDIQ CIREBON,20222368,SMA,-,Sukapura,Kec. Kejaksan,Kota Cirebon,Prov. Jawa Barat,45122.0,-6.7067,108.5418,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMAS KARTIKA III-5 CIREBON,20222383,SMA,-,Sunyaragi,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,45132.0,-6.7304,108.5458,SWASTA,A,Ada,Tidak ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS KRISTEN TERANG BANGSA,60726457,SMA,-,Kesambi,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,45134.0,-6.726597,108.553227,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS PUTRA NIRMALA CIREBON,20222355,SMA,Kesambi,Kesambi,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,45134.0,-6.7258,108.5545,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMAS SANTA MARIA 1 CIREBON,20222356,SMA,-,Panjunan,Kec. Lemahwungkuk,Kota Cirebon,Prov. Jawa Barat,45112.0,-6.7137,108.5667,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAS SYARIF HIDAYATULLAH CIREBON,20222360,SMA,-,PEKIRINGAN,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,45131.0,-6.7215,108.5581,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMAS TAMAN SISWA CIREBON,20222361,SMA,SUNYARAGI,Sunyaragi,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,45132.0,-6.7367,108.5566,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMAS TELKOM SEKAR KEMUNING,20222358,SMA,Sicalung,Karyamulya,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,45135.0,-6.742,108.538,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMAS WIDYA UTAMA CIREBON,20222362,SMA,-,Kesambi,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,45134.0,-6.747,108.5376,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMAS WINDU WACANA CIREBON,20222363,SMA,Drajat,Drajat,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,45133.0,-6.7343,108.5619,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA NEGERI 10 DEPOK,69851425,SMA,Curug,Curug,Kec. Bojongsari,Kota Depok,Prov. Jawa Barat,16517.0,-6.39324,106.7322767,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA NEGERI 14 DEPOK,70002720,SMA,,Beji,Kec. Beji,Kota Depok,Prov. Jawa Barat,,-6.3831,106.8191,NEGERI,B,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,B,75
SMA Negeri 15 Depok,20258460,SMA,Abadijaya Sukmajaya,Abadijaya,Kec. Sukmajaya,Kota Depok,Prov. Jawa Barat,16417.0,-6.3965,106.8432,NEGERI,B,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,B,75
SMAN 1 KOTA DEPOK,20223819,SMA,-,Depok Jaya,Kec. Pancoran Mas,Kota Depok,Prov. Jawa Barat,16432.0,-6.3951,106.8146,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMAN 11 Kota Depok,69857937,SMA,,Sukmajaya,Kec. Sukmajaya,Kota Depok,Prov. Jawa Barat,16412.0,-6.4219533,106.8367027,NEGERI,B,Ada,Ada,Pompa,Kurang,SMA,,,,B,75
SMAN 12 KOTA DEPOK,69857938,SMA,Cipayung Jaya,Cipayung Jaya,Kec. Cipayung,Kota Depok,Prov. Jawa Barat,16437.0,-6.4343,106.7962,NEGERI,B,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,B,75
SMAN 13 Kota Depok,69857939,SMA,Pedurenan,Cisalak Pasar,Kec. Cimanggis,Kota Depok,Prov. Jawa Barat,16452.0,-6.37693,106.8734383,NEGERI,B,Ada,Tidak ada,Pompa,Cukup,SMA,,,,B,75
SMAN 2 KOTA DEPOK,20223818,SMA,-,ABADI JAYA,Kec. Sukmajaya,Kota Depok,Prov. Jawa Barat,16417.0,-6.394115,106.849655,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMAN 3 KOTA DEPOK,20223817,SMA,Cikumpa,SUKMAJAYA,Kec. Sukmajaya,Kota Depok,Prov. Jawa Barat,16412.0,-6.4079,106.8411,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMAN 4 KOTA DEPOK,20229166,SMA,Sukatani,Tapos,Kec. Tapos,Kota Depok,Prov. Jawa Barat,16454.0,-6.3943817,106.8824333,NEGERI,A,Ada,Tidak ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMAN 5 KOTA DEPOK,20229167,SMA,Bedahan,Bedahan,Kec. Sawangan,Kota Depok,Prov. Jawa Barat,16519.0,-6.4093,106.7597,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMAN 6 KOTA DEPOK,20229168,SMA,Limo,Limo,Kec. Limo,Kota Depok,Prov. Jawa Barat,16515.0,-6.3702,106.7732,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMAN 7 KOTA DEPOK,20268524,SMA,leuwinanggung,Leuwinanggung,Kec. Tapos,Kota Depok,Prov. Jawa Barat,16456.0,-6.397125,106.9102033,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMAN 8 DEPOK,20270492,SMA,Cilodong,Cilodong,Kec. Cilodong,Kota Depok,Prov. Jawa Barat,16414.0,-6.4245,106.8469,NEGERI,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMAN 9 DEPOK,20276187,SMA,-,Cinere,Kec. Cinere,Kota Depok,Prov. Jawa Barat,16514.0,-6.34698,106.7800317,NEGERI,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA BUDI CENDEKIA ISLAMIC SCHOOL,69989336,SMA,,Kalimulya,Kec. Cilodong,Kota Depok,Prov. Jawa Barat,16413.0,-6.4282743,106.8160489,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMA,,,,A,100
SMA HIGHFIELD DEPOK,70045463,SMA,,Kemirimuka,Kec. Beji,Kota Depok,Prov. Jawa Barat,,-6.3782,106.8385,SWASTA,BELUM AKREDITASI,Ada,Ada,Pompa,Cukup,SMA,,,,TT,20
SMA IBNU HAJAR BOARDING SCHOOL,69816259,SMA,-,Harjamukti,Kec. Cimanggis,Kota Depok,Prov. Jawa Barat,16454.0,-6.3801,106.8879,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
SMA ISLAM ALAM DAN SAINS AL-JANNAH,69989332,SMA,pondok ranggon,Harjamukti,Kec. Cimanggis,Kota Depok,Prov. Jawa Barat,,-6.3636155,106.8532087,SWASTA,A,Ada,Ada,Ledeng/PAM,Tidak ada,SMA,,,,A,100
SMA Islam Ghama Ar-Rasyid,70028643,SMA,Grogol,Grogol,Kec. Limo,Kota Depok,Prov. Jawa Barat,16533.0,-6.3829,106.7908,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA IT MISBAAHUSSUDUUR,70005347,SMA,Jl. Boulevard Grand Depok City,Jatimulya,Kec. Cilodong,Kota Depok,Prov. Jawa Barat,16413.0,-6.4441,106.8286,SWASTA,C,Ada,Ada,Lainnya,Cukup,SMA,,,,C,50
SMA IT RAHMANIYAH,70033728,SMA,,Tirtajaya,Kec. Sukmajaya,Kota Depok,Prov. Jawa Barat,16412.0,-6.4128,106.8305,SWASTA,A,Ada,Tidak ada,Sumur terlindungi,Cukup,SMA,,,,A,100
SMA IT TUNAS BANGSA,69862451,SMA,,Kalimulya,Kec. Cilodong,Kota Depok,Prov. Jawa Barat,16413.0,-6.4377133,106.8218667,SWASTA,B,Ada,Ada,Pompa,Cukup,SMA,,,,B,75
SMA MUHAMMADIYAH 04 DEPOK,69899184,SMA,Parungbingung,Rangkapan Jaya Baru,Kec. Pancoran Mas,Kota Depok,Prov. Jawa Barat,16434.0,-6.3873367,106.7707633,SWASTA,A,Ada,Ada,Pompa,Cukup,SMA,,,,A,100
