Unnamed: 0,NAMA SEKOLAH,NPSN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI
,SMKS AL MUBAROKATUSSAADILLAH,20268197,Waluran,Kec. Waluran,Kab. Sukabumi,43175,-7.1872,106.6071,SWASTA,B
,SMKS WISATA SATRIA 1,20200596,Bendungan,Kec. Ciawi,Kab. Bogor,16720,-6.6616,106.853,SWASTA,C
,SMKS MANBAUL HUDA,69755545,Cigedug,Kec. Cigedug,Kab. Garut,44162,-7.3471,107.8098,SWASTA,C
,SMK NURUL ISLAM AFFANDIYAH,20203728,Selajambe,Kec. Sukaluyu,Kab. Cianjur,43284,-6.8041,107.2194,SWASTA,A
,SMKS ISLAM ARIDHO,20254087,Sukmajaya,Kec. Sukmajaya,Kota Depok,16413,-6.4459,106.8361,SWASTA,A
,SMKS AL FIQORIYAH,20268241,Waringin Jaya,Kec. Bojong Gede,Kab. Bogor,16320,-6.5266,106.7994,SWASTA,C
,SMKS ISLAM DARUL ISTIQOMAH,20253571,Pangkalan,Kec. Losarang,Kab. Indramayu,45253,-6.3956,108.2041,SWASTA,B
,SMK PUSDIKHUBAD,20224128,Karangmekar,Kec. Cimahi Tengah,Kota Cimahi,40523,-6.8816,107.5458,SWASTA,A
,SMKS PLUS AL HASANAH,20268067,Cinunjang,Kec. Gunungtanjung,Kab. Tasikmalaya,46197,-7.4149,108.2834,SWASTA,A
,SMK DARUL MAARIF,69906465,Maja Utara,Kec. Maja,Kab. Majalengka,45461,-6.9121,108.2458,SWASTA,C
,SMKS PENGETAHUAN NUSANTARA SAKTI (PENUS),20279920,Kertamulya,Kec. Padalarang,Kab. Bandung Barat,40553,-6.834,107.4831,SWASTA,C
,SMKS BUDI MULIA,60728560,Wadas,Kec. Teluk Jambe Timur,Kab. Karawang,41361,-6.3466,107.2747,SWASTA,A
,SMK MAARIF CICALENGKA,20228542,Cicalengka Kulon,Kec. Cicalengka,Kab. Bandung,40395,-6.9589,107.7666,SWASTA,A
,SMKS MULYA BHAKTI MANDIRI,69760695,Cibokor,Kec. Cibeber,Kab. Cianjur,43262,-6.9504,107.0749,SWASTA,B
,SMKS PURNAMA 1 DEPOK,20229227,Bakti Jaya,Kec. Sukmajaya,Kota Depok,16418,-6.3816517,106.8467,SWASTA,A
,SMK NEGERI  1 CIKALONGKULON,20252032,Cinangsi,Kec. Cikalong Kulon,Kab. Cianjur,43291,-6.7304,107.209,NEGERI,A
,SMK PUTRA MANDIRI BANGSA,69816347,Cimande Hilir,Kec. Caringin,Kab. Bogor,16730,-6.699,106.8236,SWASTA,C
,SMKS PONPES MANBAUUL ULUM,20246375,SINDANGMEKAR,Kec. Dukupuntang,Kab. Cirebon,45652,-6.7651,108.4372,SWASTA,A
,SMK DAARUL ULUM,69955104,Margaluyu,Kec. Cipeundeuy,Kab. Bandung Barat,40558,-6.7941,107.3317,SWASTA,B
,SMKS AL MUTAQIN,20231731,Bantargebang,Kec. Bantargebang,Kota Bekasi,17151,-6.3206,106.9866,SWASTA,C
,SMKS YP GEUSAN ULUN,20208400,Situ,Kec. Sumedang Utara,Kab. Sumedang,45323,-6.8337,107.9262,SWASTA,A
,SMKS ISLAM AL QUDSIYAH,20268425,Babakanjaya,Kec. Parungkuda,Kab. Sukabumi,43357,-6.8072,106.7634,SWASTA,B
,SMK MATUSHA DWI ELANG,69954269,Girimulya,Kec. Cibungbulang,Kab. Bogor,16630,-6.5721,106.6749,SWASTA,B
,SMKS AL HIDAYAH,20272049,Cibatok 1,Kec. Cibungbulang,Kab. Bogor,16630,-6.5757,106.6713,SWASTA,C
,SMKS SAGALAHERANG,20271649,Sagalaherang Kaler,Kec. Sagalaherang,Kab. Subang,41282,-6.6713,107.6517,SWASTA,B
,SMK NU AMPERA,69887367,Sukamulya,Kec. Tukdana,Kab. Indramayu,45276,-6.5527,108.2506,SWASTA,C
,SMKS KARYA PEMBANGUNAN PADALARANG,20268291,Kertajaya,Kec. Padalarang,Kab. Bandung Barat,40553,-6.8503,107.4923,SWASTA,B
,SMKS AL INTISAB,69726019,Ciberes,Kec. Patokbeusi,Kab. Subang,41263,-6.379,107.592,SWASTA,A
,SMKS AL MUHAJIRIN,20229194,Depok Jaya,Kec. Pancoran Mas,Kota Depok,16432,-6.3944,106.8146,SWASTA,A
,SMKN 1 PLERED,20229659,Rawasari,Kec. Plered,Kab. Purwakarta,41162,-6.6676,107.371,NEGERI,A
,SMK ISLAM TERPADU IZZUL ISLAM,69886280,Sukamanah,Kec. Karang Tengah,Kab. Cianjur,43281,-6.82763,107.149816,SWASTA,B
,SMK AL HAMDANIYYAH PAKENJENG,20279894,Pasirlangu,Kec. Pakenjeng,Kab. Garut,44164,-7.4573,107.6436,SWASTA,B
,SMKS PLUS AS SALAFIYAH KERANGKENG,20256281,Srengseng,Kec. Krangkeng,Kab. Indramayu,45284,-6.5189,108.4906,SWASTA,B
,SMKS IBNU SINA,20271374,Semplak,Kec. Kota Bogor Barat,Kota Bogor,16114,-6.5537,106.7637,SWASTA,B
,SMKS ICB CINTA NIAGA BANDUNG,20219291,Cihaurgeulis,Kec. Cibeunying Kaler,Kota Bandung,40122,-6.8995,107.6334,SWASTA,A
,SMK HAFADATA YUSUF,69985500,Sukadana,Kec. Argapura,Kab. Majalengka,46462,-6.902005,108.330751,SWASTA,B
,SMKN 14 GARUT,60730359,Padasuka,Kec. Pasirwangi,Kab. Garut,44161,-7.2196,107.8113,NEGERI,B
,SMKS TUNAS JAKASAMPURNA,20271398,Jaka Setia,Kec. Bekasi Selatan,Kota Bekasi,17147,-6.2607417,106.9686883,SWASTA,A
,SMKS SATYA BHAKTI,20271907,Mugarsari,Kec. Tamansari,Kota Tasikmalaya,46196,-7.3829,108.2439,SWASTA,B
,SMKN 2 SUMEDANG,20208394,Situ,Kec. Sumedang Utara,Kab. Sumedang,45323,-6.8358,107.9284,NEGERI,A
,SMK YAPA,10648870,Cileungsi,Kec. Cileungsi,Kab. Bogor,16820,-6.3968,106.9659,SWASTA,A
,SMKS AL HAFIDZ,69762769,Karyasari,Kec. Leuwiliang,Kab. Bogor,16640,-6.6368,106.634,SWASTA,A
,SMK MANUK HEULANG,69878671,Mangunreja,Kec. Mangunreja,Kab. Tasikmalaya,46462,-7.355553,108.102155,SWASTA,B
,SMKS GILANG KENCANA 1 GARUT,20227479,Kotakulon,Kec. Garut Kota,Kab. Garut,44112,-7.226473,107.90777,SWASTA,C
,SMKS MUHAMMADIYAH BANYURESMI,20254242,Cipicung,Kec. Banyuresmi,Kab. Garut,44191,-7.1738,107.9496,SWASTA,B
,SMKS NURFADILLAH,69759160,Pamijahan,Kec. Pamijahan,Kab. Bogor,16630,-6.594,106.7638,SWASTA,B
,SMKS PGRI 1,20269294,Kalimulya,Kec. Cilodong,Kota Depok,16413,-6.4449,106.8229,SWASTA,A
,SMKS KARYA BHAKTI 1 BEKASI,20223116,Margahayu,Kec. Bekasi Timur,Kota Bekasi,17113,-6.2557,107.0229,SWASTA,A
,SMKN 8 GARUT,20209242,Samida,Kec. Selaawi,Kab. Garut,44187,-6.9861,108.0138,NEGERI,A
,SMKS LPS 1 CIAMIS,20211529,Maleber,Kec. Ciamis,Kab. Ciamis,46214,-7.3168,108.3532,SWASTA,A
,SMKN 10 BANDUNG,20219176,Cijaura,Kec. Buahbatu,Kota Bandung,40287,-6.9643,107.6394,NEGERI,A
,SMK KARYA NASIONAL SINDANGKASIH,69892759,Gunungcupu,Kec. Sindangkasih,Kab. Ciamis,46268,-7.2989,108.2336,SWASTA,A
,SMK CITRA NIAGA NUSANTARA,69943589,Bojongpetir,Kec. Tanggeung,Kab. Cianjur,43267,-6.8336759,107.1467436,SWASTA,C
,SMKS KARYA NYATA,69755810,Cinagara,Kec. Caringin,Kab. Bogor,16730,-6.7413,106.847,SWASTA,B
,SMKN 1 SUMEDANG,20208393,Situ,Kec. Sumedang Utara,Kab. Sumedang,45322,-6.8376,107.9274,NEGERI,A
,SMKS AGRI INSANI,20232478,Cihideung Ilir,Kec. Ciampea,Kab. Bogor,16620,-6.5651,106.7221,SWASTA,B
,SMKS GLOBAL PRIMA ISLAMIC SCHOOL,69734184,Perwira,Kec. Bekasi Utara,Kota Bekasi,17122,-6.2066264,107.0168734,SWASTA,A
,SMK PIJAR ALAM 2,69753949,Gandoang,Kec. Cileungsi,Kab. Bogor,16820,-6.4149,107.0054,SWASTA,A
,SMK TUNAS BANGSA,70039947,Sukatenang,Kec. Sukawangi,Kab. Bekasi,17620,-6.0935,107.0784,SWASTA,B
,SMK INSAN MEDIKA,69827638,Pengasinan,Kec. Sawangan,Kota Depok,16518,-6.438,106.7561,SWASTA,B
,SMK NAHDLATUL ULAMA ATTARBIYYAH,69972349,Ciwulan,Kec. Telagasari,Kab. Karawang,41381,-6.2650415,107.3894122,SWASTA,B
,SMK KARYA PEMBANGUNAN 2 CIPONGKOR,69950745,Cibenda,Kec. Cipongkor,Kab. Bandung Barat,40564,-6.956,107.3273,SWASTA,C
,SMKS TERATAI PUTIH GLOBAL 1 BEKASI,20223110,Kayuringin Jaya,Kec. Bekasi Selatan,Kota Bekasi,17144,-6.2414967,106.9809083,SWASTA,A
,SMKN 1 MAJA,20213857,Maja Selatan,Kec. Maja,Kab. Majalengka,45461,-6.8899,108.3065,NEGERI,A
,SMKS NASYRUL ULUM GEGESIK,69752443,Jagapura Kulon,Kec. Gegesik,Kab. Cirebon,45164,-6.536,108.4305,SWASTA,B
,SMK KESEHATAN BHAKTI KENCANA,20228011,Citeureup,Kec. Cimahi Utara,Kota Cimahi,40512,-6.8643,107.5519,SWASTA,A
,SMK BUSTANUL ULUM,20268813,Sumelap,Kec. Tamansari,Kota Tasikmalaya,46196,-7.3864,108.2445,SWASTA,B
,SMKS BM ABDI NEGARA 2 CIBARUSAH BM,20253229,Sindangmulya,Kec. Cibarusah,Kab. Bekasi,17340,-6.4131,107.0924,SWASTA,A
,SMKS AMALIAH 1,20270996,Ciawi,Kec. Ciawi,Kab. Bogor,16720,-6.6538,106.8486,SWASTA,A
,SMKS MEKANIKA BOGOR,20220271,Kedungbadak,Kec. Tanah Sareal,Kota Bogor,16165,-6.5671,106.8056,SWASTA,A
,SMKS BINA PEMUDA CIHAMPELAS,20251852,Cihampelas,Kec. Cihampelas,Kab. Bandung Barat,40767,-6.9272,107.4767,SWASTA,B
,SMKN 1 SUSUKAN,20214794,Kedongdong,Kec. Susukan,Kab. Cirebon,45166,-6.6547,108.3723,NEGERI,A
,SMK WIGUNA,69920272,Sukamulya,Kec. Caringin,Kab. Sukabumi,43154,-6.8602167,106.88145,SWASTA,B
,SMKN 1 SOREANG,20271834,Soreang,Kec. Soreang,Kab. Bandung,40911,-7.0368133,107.5356967,NEGERI,B
,SMK NEGERI  2 LELES,69883636,PUSAKASARI,Kec. Leles,Kab. Cianjur,43278,-6.770649,107.162937,NEGERI,B
,SMK PERMATA NEGERI,69939164,Padaawas,Kec. Pasirwangi,Kab. Garut,44161,-7.2074,107.7666,SWASTA,B
,SMKS KOMPUTER ABDI BANGSA SUKABUMI,20254980,Karamat,Kec. Gunung Puyuh,Kota Sukabumi,43132,-6.9266,106.9161,SWASTA,B
,SMKS BINA KARYA 1 KARAWANG,20217809,Tanjungpura,Kec. Karawang Barat,Kab. Karawang,41316,-6.2818,107.2816,SWASTA,A
,SMKS PADAKEMBANG,20271674,Cisaruni,Kec. Padakembang,Kab. Tasikmalaya,46466,-7.3078,108.1222,SWASTA,B
,SMKS BINA BANGSA 1 SUKABUMI,20253652,Buniwangi,Kec. Surade,Kab. Sukabumi,43179,-7.3517,106.5542,SWASTA,A
,SMKS KESEHATAN JUANG KENCANA,69754715,Cijalingan,Kec. Cicantayan,Kab. Sukabumi,43155,-6.902321,106.853798,SWASTA,C
,SMKS GUNA CIPTA SUMEDANG,20235635,Sindanggalih,Kec. Cimanggung,Kab. Sumedang,45364,-6.9568,107.8239,SWASTA,B
,SMK YAPAN 1 CIAMPEA,69981358,Ciampea,Kec. Ciampea,Kab. Bogor,16620,-6.5354,106.6919,SWASTA,B
,SMKS YADIKA 7 BOGOR,20200610,Parakan Jaya,Kec. Kemang,Kab. Bogor,16310,-6.5199,106.7577,SWASTA,A
,SMK PERINTIS 1 DEPOK,20232530,Depok,Kec. Pancoran Mas,Kota Depok,16431,-6.4002,106.8254,SWASTA,A
,SMK AL-MUTHMAINNAH,60725235,Mekarwangi,Kec. Cikarang Barat,Kab. Bekasi,17530,-6.309,107.0644,SWASTA,B
,SMKS BELA NUSANTARA CIANJUR,20203726,Sirnagalih,Kec. Cilaku,Kab. Cianjur,43285,-6.8657,107.1299,SWASTA,A
,SMKS Atthahiriyah Bangodua,69754612,Beduyut,Kec. Bangodua,Kab. Indramayu,45272,-6.5231,108.3336,SWASTA,B
,SMKS CIPTA KARYA,20268821,Pejuang,Kec. Medan Satria,Kota Bekasi,17131,-6.1785,106.9989,SWASTA,B
,SMK Unggulan Bina Insan Mulia,69752446,Cisaat,Kec. Dukupuntang,Kab. Cirebon,45652,-6.7803133,108.409665,SWASTA,B
,SMK WALISONGO 2,20269204,Jatimulya,Kec. Cilodong,Kota Depok,16413,-6.4532683,106.829765,SWASTA,A
,SMK TUT WURI HANDAYANI,20224102,Citeureup,Kec. Cimahi Utara,Kota Cimahi,40512,-6.8646,107.5477,SWASTA,A
,SMKS FAJAR KENCANA,20267945,Cipatik,Kec. Cihampelas,Kab. Bandung Barat,40562,-6.9342,107.5057,SWASTA,A
,SMKS CILEDUG AL MUSADDADIYAH GARUT,20209207,Jayaraga,Kec. Tarogong Kidul,Kab. Garut,44151,-7.20588,107.895257,SWASTA,A
,SMKS TUNAS BANGSA NGAMPRAH,20228557,Tanimulya,Kec. Ngamprah,Kab. Bandung Barat,40552,-6.8083,107.5534,SWASTA,B
,SMK FARMASI BHAKTI KENCANA SOREANG,20268835,Soreang,Kec. Soreang,Kab. Bandung,40911,-7.03173,107.5344317,SWASTA,A
,SMKS INFORMATIKA SUMEDANG,20235636,Situ,Kec. Sumedang Utara,Kab. Sumedang,45323,-6.837,107.9239,SWASTA,A
,SMKN 1 TEGALBULEUD,20246472,Buniasih,Kec. Tegalbuleud,Kab. Sukabumi,43186,-7.4222,106.7249,NEGERI,B
,SMK Arrohmah Dadaha,69895361,Kahuripan,Kec. Tawang,Kota Tasikmalaya,46115,-7.3373,108.2234,SWASTA,C
,SMKS TARUNA BANGSA,20237887,Dewasari,Kec. Cijeungjing,Kab. Ciamis,46271,-7.3281,108.3799,SWASTA,A
,SMK AN-NUR KLAPANUNGGAL,20268485,Cikahuripan,Kec. Klapanunggal,Kab. Bogor,16877,-6.4712,106.9656,SWASTA,B
,SMKN 1 DEPOK,20229219,Cimpaeun,Kec. Tapos,Kota Depok,16959,-6.4399183,106.8837017,NEGERI,A
,SMK MUTIARA QOLBU CIANJUR,69883305,Sindangsari,Kec. Cilaku,Kab. Cianjur,43285,-6.8878,107.1628,SWASTA,B
,SMK KHARISMA NUSANTARA,69814876,Banjaran Wetan,Kec. Banjaran,Kab. Bandung,40377,-7.0489,107.5923,SWASTA,A
,SMK MA ARIF NU CIDOLOG,69907851,Cidolog,Kec. Cidolog,Kab. Ciamis,46352,-7.41,108.4436,SWASTA,B
,SMK AL FATIH,69974197,Karangwangi,Kec. Cidaun,Kab. Cianjur,43275,-6.666101,107.120549,SWASTA,B
,SMKS YASBAM,20271224,Harjasari,Kec. Kota Bogor Selatan,Kota Bogor,16138,-6.6687967,106.842945,SWASTA,A
,SMKS AL IHSAN PAMARICAN,20263285,Sukahurip,Kec. Pamarican,Kab. Ciamis,46382,-7.461,108.5284,SWASTA,B
,SMKS TARUNA HARAPAN 2,20279929,Cipada,Kec. Cikalongwetan,Kab. Bandung Barat,40556,-6.7752,107.5327,SWASTA,B
,SMKS DHARMA BHAKTI INDONESIA,69728242,Batujajar Barat,Kec. Batujajar,Kab. Bandung Barat,40561,-6.9163,107.4955,SWASTA,B
,SMKS TALENTA BANGSA,20280578,Sukarukun,Kec. Sukatani,Kab. Bekasi,17637,-6.2165,107.1582,SWASTA,A
,SMKN 10 GARUT,20262128,Cilawu,Kec. Cilawu,Kab. Garut,44181,-7.2755,107.9189,NEGERI,A
,SMKN 5 KOTA BEKASI,20258176,Teluk Pucung,Kec. Bekasi Utara,Kota Bekasi,17121,-6.203,107.0187,NEGERI,A
,SMKS PONPES CADANGPINGGAN,20233764,GEDANGAN,Kec. Sukagumiwang,Kab. Indramayu,45275,-6.5517,108.3513,SWASTA,A
,SMKS YAPIN BEKASI,20252323,Jatimulya,Kec. Tambun Selatan,Kab. Bekasi,17515,-6.2668,107.0332,SWASTA,A
,SMK NEGERI 1 NARINGGUL,20252652,Wangunjaya,Kec. Naringgul,Kab. Cianjur,43274,-7.4136,107.3327,NEGERI,B
,SMKS MERAH PUTIH,20276166,Jatirahayu,Kec. Pondok Melati,Kota Bekasi,17414,-6.2856,106.9333,SWASTA,B
,SMKS GEMA NUSANTARA 1 PABUARAN,20233676,Pabuaran,Kec. Pabuaran,Kab. Subang,41262,-6.4002,107.5892,SWASTA,A
,SMK NEGERI 1 CIMAHI,20224136,Utama,Kec. Cimahi Selatan,Kota Cimahi,40533,-6.9024,107.5387,NEGERI,A
,SMK NURUL FITRI,69878672,Sukanagara,Kec. Tanjungjaya,Kab. Tasikmalaya,46184,-7.398447,108.111684,SWASTA,B
,SMK KARYA NASIONAL SINDANGWANGI,20268221,Buahkapas,Kec. Sindangwangi,Kab. Majalengka,45472,-6.7817,108.364,SWASTA,A
,SMKS ASY-SYARIFIYAH TAROGONG KIDUL,69753553,Sukajaya,Kec. Tarogong Kidul,Kab. Garut,44151,-7.21868,107.874894,SWASTA,B
,SMK IT INSAN TODA,69858462,Pasirkuda,Kec. Kota Bogor Barat,Kota Bogor,16119,-6.6109,106.7799,SWASTA,A
,SMK GEMA NUSANTARA,69938604,Sindangmulya,Kec. Cibarusah,Kab. Bekasi,17343,-6.4174,107.0919,SWASTA,A
,SMKS YPB PURWAKARTA,20229760,Sukatani,Kec. Sukatani,Kab. Purwakarta,41167,-6.6396,107.4264,SWASTA,C
,SMK CENDEKIA BATUJAJAR,69946965,Batujajar Timur,Kec. Batujajar,Kab. Bandung Barat,40561,-6.9096,107.5033,SWASTA,A
,SMKN 1 KERTAJATI,20263964,Kertajati,Kec. Kertajati,Kab. Majalengka,45457,-6.6728,108.192,NEGERI,A
,SMKS SEGARA WIYATA,20238051,Babelan Kota,Kec. Babelan,Kab. Bekasi,17610,-6.166,107.0365,SWASTA,A
,SMKS CITRA KENCANA BEKASI,20223120,Teluk Pucung,Kec. Bekasi Utara,Kota Bekasi,17121,-6.2966,106.9439,SWASTA,C
,SMKS 1 DASA SEMESTA BOGOR,20220280,Ranggamekar,Kec. Kota Bogor Selatan,Kota Bogor,16135,-6.6318,106.8054,SWASTA,A
,SMKS PURNAWARMAN PURWAKARTA,20229653,Cipaisan,Kec. Purwakarta,Kab. Purwakarta,41113,-6.5474,107.4401,SWASTA,A
,SMKS KARYA GUNA BHAKTI 2,20223112,Duren Jaya,Kec. Bekasi Timur,Kota Bekasi,17111,-6.2271,107.0216,SWASTA,A
,SMKS PASUNDAN 2 BANJAR,20225275,Mekarsari,Kec. Banjar,Kota Banjar,46311,-7.381142,108.535512,SWASTA,B
,SMKS DAARUN NAIM,20238041,Sumberjaya,Kec. Tambun Selatan,Kab. Bekasi,17519,-6.2406,107.0681,SWASTA,B
,SMKS PUTRA SENA CIBARUSAH,20238050,Cibarusahkota,Kec. Cibarusah,Kab. Bekasi,17340,-6.4311,107.0885,SWASTA,B
,SMK PLUS MUNAWAROTUL HIDAYAH,69952392,Panyiaran,Kec. Cikalong,Kab. Tasikmalaya,46195,-7.7028,108.1769,SWASTA,B
,SMKS BANI KAMIL,69966602,Tanjungsari,Kec. Sukaresik,Kab. Tasikmalaya,46419,-7.1597039,108.1750466,SWASTA,C
,SMKS MADANI 2,69754226,Cinangka,Kec. Ciampea,Kab. Bogor,16620,-6.5808,106.7062,SWASTA,B
,SMK ANGKASA 2 MARGAHAYU,20227928,Sulaeman,Kec. Margahayu,Kab. Bandung,40229,-6.987,107.5695,SWASTA,A
,SMK NEGERI 15 KOTA BEKASI,69948380,Padurenan,Kec. Mustika Jaya,Kota Bekasi,17156,-6.3114,107.0159,NEGERI,A
,SMKS NUANSA BOGOR,20232470,Cigombong,Kec. Cigombong,Kab. Bogor,16110,-6.7485,106.7975,SWASTA,A
,SMKS MUHAMMADIYAH GARUT,20209209,Kotawetan,Kec. Garut Kota,Kab. Garut,44111,-7.215192,107.912543,SWASTA,A
,SMKS TRIDAYA,20270561,Tridayasakti,Kec. Tambun Selatan,Kab. Bekasi,17510,-6.2562,107.0756,SWASTA,B
,SMKS ASY SYUKUR,20268503,Warung Menteng,Kec. Cijeruk,Kab. Bogor,16740,-6.7071,106.8003,SWASTA,A
,SMK HIDAYAH PAKUAN,69894020,Kawalimukti,Kec. Kawali,Kab. Ciamis,46253,-7.1776,108.353578,SWASTA,B
,SMKS BINA CENDEKIA CIREBON,69766973,Mertapada Wetan,Kec. Astana Japura,Kab. Cirebon,45181,-6.8142,108.6187,SWASTA,B
,SMKS TAMANSISWA SUKABUMI,20221617,Cikole,Kec. Cikole,Kota Sukabumi,43113,-6.9331,106.9298,SWASTA,B
,SMKS MIFTAHUL ULUM,20268845,Tanjungsari,Kec. Gunungtanjung,Kab. Tasikmalaya,46197,-7.3888,108.2953,SWASTA,A
,SMK TEKNOLOGI ATTAQWA 04 SRIAMUR,20271498,Sriamur,Kec. Tambun Utara,Kab. Bekasi,17561,-6.1716,107.0622,SWASTA,C
,SMKS PELITA JATIBARANG,20215994,Bulak,Kec. Jatibarang,Kab. Indramayu,45273,-6.4768,108.3098,SWASTA,A
,SMKS DELTA MUNDU CIREBON,20244685,Mundu Pesisir,Kec. Mundu,Kab. Cirebon,45173,-6.7497,108.5901,SWASTA,A
,SMK IT CYBER GLOBAL ORENZ,70034107,Cibeber Ii,Kec. Leuwiliang,Kab. Bogor,16640,-6.5773,106.6187,SWASTA,A
,SMK 2 LPPM RI MAJALAYA,20228539,Biru,Kec. Majalaya,Kab. Bandung,40382,-7.0432,107.7278,SWASTA,A
,SMKS GALUH PERKASA INDONESIA 1,69733998,JATI,Kec. Saguling,Kab. Bandung Barat,40561,-6.901298,107.392043,SWASTA,B
,SMKN 6 BANDUNG,20219142,Cisaranten Kidul,Kec. Gedebage,Kota Bandung,40295,-6.9404,107.6805,NEGERI,A
,SMKS AL HASRA,20229193,Bojongsari Baru,Kec. Bojongsari,Kota Depok,16516,-6.3912083,106.7453033,SWASTA,B
,SMK PERSADA KUNINGAN,69946248,Mekarwangi,Kec. Lebakwangi,Kab. Kuningan,45574,-7.0118,108.6032,SWASTA,A
,SMKS AL BAHRI,20252558,Cikiwul,Kec. Bantargebang,Kota Bekasi,17152,-6.3368,106.9805,SWASTA,A
,SMK BAHRUL HIDAYAH,69978526,Cisaruni,Kec. Padakembang,Kab. Tasikmalaya,46466,-7.3169,108.1294,SWASTA,C
,SMKS NASIONAL,20265537,Sekeloa,Kec. Coblong,Kota Bandung,40134,-6.8908,107.6266,SWASTA,B
,SMKS TAMAN KARYA MADYA EKONOMI CIREBON,20222169,Sunyaragi,Kec. Kesambi,Kota Cirebon,45133,-6.7387,108.5575,SWASTA,B
,SMK PELITA 2,20219213,Babakan Surabaya,Kec. Kiaracondong,Kota Bandung,40281,-6.915821,107.646167,SWASTA,B
,SMK AL-BAROKAH,69900084,Padaasih,Kec. Cijati,Kab. Cianjur,43284,-7.1722,107.0237,SWASTA,C
,SMK SINAR FAJAR CIKIJING,69940392,Banjaransari,Kec. Cikijing,Kab. Majalengka,45466,-7.0052,108.3568,SWASTA,B
,SMKS PGRI 1 SUKABUMI,20221574,Cikondang,Kec. Citamiang,Kota Sukabumi,43142,-6.9357,106.9268,SWASTA,A
,SMKN 1 RANCAH,20253097,Cileungsir,Kec. Rancah,Kab. Ciamis,46387,-7.2027,108.492,NEGERI,A
,SMKS DARUL ULUM,20253253,Duren Mekar,Kec. Bojongsari,Kota Depok,16518,-6.4182867,106.74164,SWASTA,A
,SMKS AL MUHTADIN,20276418,Bantargebang,Kec. Bantargebang,Kota Bekasi,17151,-6.3021,106.9895,SWASTA,A
,SMKS BUANA KARYA,69788548,Pakemitan,Kec. Cinambo,Kota Bandung,40296,-6.9247,107.6916,SWASTA,B
,SMK PLUS WARDATUL JANNAH,69954090,Heuleut,Kec. Kadipaten,Kab. Majalengka,45452,-6.7501,108.182939,SWASTA,C
,SMKS BINA UTAMA DEPOK,20232535,Depok,Kec. Pancoran Mas,Kota Depok,16431,-6.4004,106.834,SWASTA,B
,SMKS GIRI TARUNA 2,20232449,Kalongsawah,Kec. Jasinga,Kab. Bogor,16670,-6.5014,106.4883,SWASTA,A
,SMKS TEKNOLOGI PEMBANGUNAN,20218459,Kebalen,Kec. Babelan,Kab. Bekasi,17610,-6.1885,107.0395,SWASTA,A
,SMKS TARA DEPOK,20270756,Warujaya,Kec. Depok,Kab. Cirebon,45155,-6.7428383,108.4350917,SWASTA,B
,SMKN 1 JATISARI,20237464,Jatisari,Kec. Jatisari,Kab. Karawang,41374,-6.3662,107.5292,NEGERI,A
,SMKS NURUL HIDAYAH,20275329,Antapani Kidul,Kec. Antapani,Kota Bandung,40291,-6.9266,107.6601,SWASTA,B
,SMKS BINA INSAN MANDIRI,20271407,Kalijaga,Kec. Harjamukti,Kota Cirebon,45144,-6.76,108.5425,SWASTA,B
,SMKS PGRI 1 GANTAR,69754614,Gantar,Kec. Gantar,Kab. Indramayu,45264,-6.5184,107.9754,SWASTA,A
,SMK WIDYA MUKTI,69873974,Sirnagalih,Kec. Cigalontang,Kab. Tasikmalaya,46463,-7.3109,107.93,SWASTA,C
,SMKN JAYAKERTA,69734352,Jayakerta,Kec. Jayakerta,Kab. Karawang,41352,-6.122,107.3191,NEGERI,B
,SMKN 1 LEMAHSUGIH,20263968,Padarek,Kec. Lemahsugih,Kab. Majalengka,45465,-6.9829,108.2082,NEGERI,B
,SMKS KARYA MANDIRI,20280602,Jatiasih,Kec. Jatiasih,Kota Bekasi,17426,-6.3305,106.9445,SWASTA,B
,SMK NUSA MANGGA SUCI,69873706,Kalensari,Kec. Widasari,Kab. Indramayu,45271,-6.5045,108.266547,SWASTA,C
,SMK HARAPAN 1 RANCAEKEK,20227941,Nanjungmekar,Kec. Rancaekek,Kab. Bandung,40394,-6.969839,107.819424,SWASTA,B
,SMKN 1 CIPUNAGARA,20233677,Tanjung,Kec. Cipunagara,Kab. Subang,41257,-6.4685,107.8813,NEGERI,A
,SMKS SAYID SABIQ INDRAMAYU,69754533,Panyindangan Wetan,Kec. Sindang,Kab. Indramayu,45222,-6.3551,108.309,SWASTA,B
,SMKS BPS&K 1 CILEUNGSI,20232438,Cipeucang,Kec. Cileungsi,Kab. Bogor,16820,-6.4309,107.0401,SWASTA,B
,SMKS KHARISMA NUSANTARA,69769377,Sukadamai,Kec. Sukamakmur,Kab. Bogor,16830,-6.5263,107.0741,SWASTA,B
,SMKS K RIMBA BAHARI,20270950,Jatimekar,Kec. Situraja,Kab. Sumedang,45371,-6.8531,108.0267,SWASTA,B
,SMKS Plus Bani Muchtar Rancaekek,69950528,Bojongloa,Kec. Rancaekek,Kab. Bandung,40394,-6.955,107.7668,SWASTA,B
,SMKS INDONESIA RAYA BANDUNG,20219300,Sukawarna,Kec. Sukajadi,Kota Bandung,40164,-6.8889,107.5807,SWASTA,B
,SMK PLUS GODOG,69864690,Godog,Kec. Karangpawitan,Kab. Garut,44182,-7.2455,107.9557,SWASTA,B
