Unnamed: 0,NAMA SEKOLAH,NPSN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI
,SMKS BHINEKA TUNGGAL IKA,20265481,Jejalen Jaya,Kec. Tambun Utara,Kab. Bekasi,17567,-6.2353,107.0644,SWASTA,B
,SMKS YBS TIRTAMULYA,20247315,Karangjaya,Kec. Tirtamulya,Kab. Karawang,41372,-6.3668,107.4706,SWASTA,B
,SMK ISLAM TERPADU YASIN,69981676,Loji,Kec. Simpenan,Kab. Sukabumi,43361,-7.0352,106.5618,SWASTA,C
,SMKN 7 BANDUNG,20219141,Sekejati,Kec. Buahbatu,Kota Bandung,40286,-6.9405,107.6602,NEGERI,A
,SMK BINA INSAN AL FALAH,69944511,Sukaluyu,Kec. Cijati,Kab. Cianjur,43277,-7.0868334,107.1436188,SWASTA,B
,SMKN 1 SUKATANI,69774530,Sukatani,Kec. Sukatani,Kab. Purwakarta,41167,-6.6159,107.4089,NEGERI,B
,SMKN 1 ANJATAN,20216005,Anjatan Utara,Kec. Anjatan,Kab. Indramayu,45256,-6.3307,107.9658,NEGERI,A
,SMK TERPADU RANGGANIS,69888795,Cintamanik,Kec. Cigudeg,Kab. Bogor,16660,-6.4869,106.5116,SWASTA,B
,SMK BPS&K 2 CILEUNGSI,20232439,Cipeucang,Kec. Cileungsi,Kab. Bogor,16820,-6.4309,107.04,SWASTA,B
,SMKN 4 TASIKMALAYA,20276063,Sukamenak,Kec. Purbaratu,Kota Tasikmalaya,46196,-7.33,108.2541,NEGERI,A
,SMK ANGKASA 1 MARGAHAYU,20228515,Sulaeman,Kec. Margahayu,Kab. Bandung,40229,-6.9831,107.5644,SWASTA,B
,SMKS ICB CINTA TEKNIKA BANDUNG,20219292,Babakan Surabaya,Kec. Kiaracondong,Kota Bandung,40281,-6.9141,107.6459,SWASTA,A
,SMKS NURUL FALLAH CIKALONGKULON,69758124,Mekargalih,Kec. Cikalong Kulon,Kab. Cianjur,43291,-6.8758,107.2001,SWASTA,B
,SMK INSAN KAMIL,69904295,Palasari Hilir,Kec. Parungkuda,Kab. Sukabumi,43357,-6.858417,106.733809,SWASTA,B
,SMK NEGERI 1 KARANGTENGAH,20252207,Sukajadi,Kec. Karang Tengah,Kab. Cianjur,43281,-6.7641,107.2349,NEGERI,A
,SMK ITIKURIH HIBARNA CIPARAY,20256565,Ciparay,Kec. Ciparay,Kab. Bandung,40381,-7.0358,107.7152,SWASTA,A
,SMK DARUL MUFLIHIN BONGAS,69945623,Sidamulya,Kec. Bongas,Kab. Indramayu,45255,-6.4094743,108.0234057,SWASTA,C
,SMKS TEKNOLOGI INFORMASI MANUFAKTUR & BISNIS,69775466,Karangmukti,Kec. Cipeundeuy,Kab. Subang,41272,-6.4839,107.5998,SWASTA,B
,SMKS WIJAYA PLUS,20231448,Bitung Sari,Kec. Ciawi,Kab. Bogor,16720,-6.6814,106.8445,SWASTA,A
,SMKN BATUJAYA,69734353,Karyamakmur,Kec. Batujaya,Kab. Karawang,41354,-6.1011,107.2375,NEGERI,B
,SMKS RIYADUL HIKMAH,20268847,Mandalawangi,Kec. Salopa,Kab. Tasikmalaya,46192,-7.4921,108.2504,SWASTA,B
,SMKN 1 CIREBON,20222174,Sunyaragi,Kec. Kesambi,Kota Cirebon,45132,-6.7351,108.5366,NEGERI,A
,SMKS DARUL FALAH LOSARI,20214806,Astanalanggar,Kec. Losari,Kab. Cirebon,45192,-6.8545,108.805,SWASTA,B
,SMKS YAPIA PARUNG,20232499,Warujaya,Kec. Parung,Kab. Bogor,16330,-6.4203,106.7078,SWASTA,A
,SMK KARYA PERMATA,20259581,Jelegong,Kec. Rancaekek,Kab. Bandung,40394,-6.961,107.7744,SWASTA,B
,SMK CINTA MEKARWANGI,69888979,Mekarwangi,Kec. Cikadu,Kab. Cianjur,43272,-7.298748,107.218123,SWASTA,C
,SMK NU DARMA AJI,69947287,Legok,Kec. Lohbener,Kab. Indramayu,45252,-6.4146,108.2926,SWASTA,C
,SMK MAARIF AL MIZAN,69893742,Ciborelang,Kec. Jatiwangi,Kab. Majalengka,45454,-6.725,108.2725,SWASTA,C
,SMKN 1 DAWUAN,69757496,Cisampih,Kec. Dawuan,Kab. Subang,41271,-6.5667,107.69,NEGERI,B
,SMK AL- AMIIN SANGKANHURIP,69794873,Sangkanhurip,Kec. Sindang,Kab. Majalengka,45471,-6.8472,108.3414,SWASTA,B
,SMK DARUL HIKAM PEUNDEUY,70042119,Toblong,Kec. Peundeuy,Kab. Garut,44178,-7.554,107.9199,SWASTA,A
,SMK AN-NUR MARUYUNG,20268834,Maruyung,Kec. Pacet,Kab. Bandung,40385,-7.0988,107.7052,SWASTA,B
,SMKS TELADAN KERTASEMAYA,20215947,Kertasemaya,Kec. Kertasemaya,Kab. Indramayu,45274,-6.5212,108.3496,SWASTA,A
,SMK IMAM GHOZALI,69952436,Karangwangi,Kec. Binong,Kab. Subang,41253,-6.3835,107.7863,SWASTA,B
,SMKN 1 SUKALARANG,20258445,Cimangkok,Kec. Sukalarang,Kab. Sukabumi,43191,-6.880592,107.016327,NEGERI,A
,SMKS MITRA PASUNDAN,20271411,Bojongpicung,Kec. Bojong Picung,Kab. Cianjur,43283,-6.8737,107.2879,SWASTA,C
,SMKS AL-HUSNA,69774870,Mekarmukti,Kec. Cisaga,Kab. Ciamis,46386,-7.3512,108.5092,SWASTA,B
